Rank,Mountain,Height,Drop,lat,lon,Range,Region,Country,Firstascent
1239,Klomnock (de),2331,360,46°52′51″N,13°47′17″E,II/A-19.I-A,Carinthia,AT,
1240,Ackerlspitze,2329,359,47°33′33″N,12°20′51″E,II/B-21.VI-A,North Tyrol,AT,
1241,Bernkogel,2325,330,47°14′55″N,13°02′36″E,II/A-17.II-E,Salzburg,AT,
1242,Monte Piana,2324,450,46°36′55″N,12°14′33″E,II/C-31.I-A,Belluno / South Tyrol,IT,
1243,Cavallazza (it),2324,349,46°16′44″N,11°46′35″E,II/C-31.V-B,Trentino,IT,
1244,Cornaget (it),2323,619,46°18′43″N,12°35′04″E,II/C-33.III-B,Pordenone,IT,
1245,Montagne du Cheval Blanc (fr),2323,450,44°07′38″N,06°25′27″E,I/A-03.II-A,Alpes-de-Haute-Provence,FR,
1246,Pointe Noire de Pormenaz (fr),2323,373,45°57′32″N,06°48′05″E,I/B-08.I-A,Upper Savoy,FR,
1247,Cima del Fop,2322,325,45°55′59″N,09°51′50″E,II/C-29.II-B,Bergamo,IT,
1248,Seehorn (de),2321,300,47°31′00″N,12°51′11″E,II/B-24.III-A,Salzburg,AT,
1249,Creta di Mimoias,2320,330,46°30′38″N,12°37′29″E,II/C-33.I-C,Belluno,IT,
1250,Golzentipp,2317,364,46°44′04″N,12°36′14″E,II/C-33.II-A,East Tyrol,AT,
1251,Weißhorn ,2317,328,46°21′13″N,11°26′41″E,II/C-31.V-A,South Tyrol,IT,
1252,Marmontana,2316,343,46°10′19″N,09°10′13″E,I/B-10.III-D,Graubünden / Como,CH/IT,
1253,Großhansl,2315,304,47°19′07″N,14°15′57″E,II/A-18.III-A,Styria,AT,
1254,Nabois Grande,2313,339,46°26′21″N,13°29′18″E,II/C-34.I-A,Udine,IT,
1255,Monte Turlon,2312,482,46°19′19″N,12°30′19″E,II/C-33.III-A,Pordenone,IT,
1256,Cima dei Vieres,2310,504,46°18′35″N,12°29′05″E,II/C-33.III-A,Pordenone,IT,
1257,Großer Beil,2309,311,47°20′29″N,12°01′38″E,II/B-23.II-A,North Tyrol,AT,
1258,Hinterrugg,2306,470,47°09′13″N,09°18′17″E,I/B-14.V-A,St. Gallen,CH,
1259,Caserine Alte,2306,382,46°18′53″N,12°37′54″E,II/C-33.III-B,Pordenone,IT,
1260,Schaufelspitze,2306,312,47°25′23″N,11°36′28″E,II/B-21.IV-A,North Tyrol,AT,
1261,Monte Civrari (it),2302,404,45°11′31″N,07°19′38″E,I/B-07.I-A,Turin,IT,
1262,Monte Togano (it),2301,1473,46°05′23″N,08°23′39″E,I/B-10.II-C,V-C-O,IT,
1263,Cima di Menna (it),2300,449,45°55′47″N,09°45′36″E,II/C-29.II-B,Bergamo,IT,
1264,Hochiss,2299,1359,47°27′30″N,11°45′54″E,II/B-21.V-A,North Tyrol,AT,
1265,Bruderkogel,2299,475,47°23′16″N,14°25′20″E,II/A-18.III-B,Styria,AT,
1266,Steinkogel,2299,325,47°17′55″N,12°14′11″E,II/B-23.II-A,Salzburg,AT,
1267,Mutteristock,2294,744,47°02′54″N,08°56′35″E,I/B-14.IV-C,Glarus / Schwyz,CH,
1268,Lastìa de Framónt,2294,361,46°18′51″N,12°02′07″E,II/C-31.II-A,Belluno,IT,
1269,Höllwand,2287,494,47°16′57″N,13°09′50″E,II/A-17.II-F,Salzburg,AT,
1270,Lumkofel (de),2287,340,46°43′16″N,12°50′32″E,II/C-33.II-B,Carinthia,AT,
1271,Stadelhorn,2286,1121,47°35′34″N,12°47′45″E,II/B-24.III-D,Salzburg / Bavaria,AT/DE,
1272,Montagne de Coste Longue,2286,382,44°08′02″N,06°29′07″E,I/A-03.II-A,Alpes-de-Haute-Provence,FR,
1273,Ochsenkopf,2286,341,47°06′53″N,09°37′29″E,II/A-15.VIII-A,Vorarlberg / Liechtenstein,AT/LI,
1274,Grande Moucherolle (fr),2284,454,45°00′20″N,05°33′57″E,I/A-06.III-A,Isère,FR,
1275,Rautispitz,2283,465,47°04′16″N,09°01′42″E,I/B-14.IV-C,Glarus,CH,
1276,Druesberg,2282,709,47°00′15″N,08°50′01″E,I/B-14.IV-A,Schwyz,CH,
1277,Trogkofel,2280,736,46°34′14″N,13°13′01″E,II/C-33.I-B,Carinthia / Udine,AT/IT,
1278,Großer Daumen,2280,354,47°26′29″N,10°22′32″E,II/B-22.II-C,Bavaria,DE,
1279,Brisi,2279,325,47°09′12″N,09°16′36″E,I/B-14.V-A,St. Gallen,CH,
1280,Rauer Knöll (de),2278,330,47°23′13″N,11°37′24″E,II/B-21.IV-A,North Tyrol,AT,
1281,Hochschwab,2277,1045,47°37′06″N,15°08′32″E,II/B-26.II-A,Styria,AT,
1282,Jauken (Torkofel),2276,661,46°42′07″N,13°04′36″E,II/C-33.II-D,Carinthia,AT,
1283,Kronplatz (Spitzhörnle),2275,513,46°44′20″N,11°57′29″E,II/C-31.I-B,South Tyrol,IT,
1284,Leilachspitze,2274,423,47°26′19″N,10°32′46″E,II/B-22.II-C,North Tyrol,AT,
1285,Tosc,2273,300,46°21′24″N,13°52′06″E,II/C-34.I-E,Slovenia,SI,
1286,Rotgschirr (de),2270,376,47°42′06″N,13°59′47″E,II/B-25.III-A,Styria / Upper Austria,AT,
1287,Monte Chiadin,2269,540,46°35′50″N,12°44′18″E,II/C-33.I-A,Belluno / Udine,IT,
1288,Monte Vacalizza,2266,326,46°18′18″N,12°28′36″E,II/C-33.III-A,Pordenone,IT,
1289,Hochschottwies,2262,344,47°30′51″N,13°07′29″E,II/B-24.III-B,Salzburg,AT,
1290,Cima Carega (it),2259,1185,45°43′27″N,11°07′48″E,II/C-32.II-B,Trentino,IT,
1291,Höfats,2259,478,47°22′01″N,10°20′59″E,II/B-22.II-C,Bavaria,DE,
1292,Croix de Rougny,2259,305,44°51′33″N,05°59′58″E,I/A-05.III-D,Isère,FR,
1293,Soiernspitze,2257,833,47°28′54″N,11°21′27″E,II/B-21.IV-B,Bavaria,DE,
1294,Monte Cadria,2254,1434,45°56′19″N,10°41′53″E,II/C-30.II-A,Trentino,IT,
1295,Dent de Savigny,2252,853,46°32′59″N,07°13′36″E,I/B-14.I-B,Fribourg / Vaud,CH,
1296,Hirschkopf,2252,305,47°13′57″N,12°56′33″E,II/A-17.II-E,Salzburg,AT,
1297,Admonter Reichenstein,2251,812,47°32′57″N,14°32′39″E,II/B-26.I-B,Styria,AT,
1298,Cimon del Cavallo,2251,380,46°08′00″N,12°29′47″E,II/C-32.II-B,Belluno / Pordenone,IT,
1299,Punta Setteventi,2250,358,45°51′37″N,10°23′34″E,II/C-30.I-A,Brescia,IT,
1300,Morgenberghorn,2249,370,46°37′20″N,07°47′37″E,I/B-14.II-B,Bern,CH,
1301,Hochkogel,2249,311,47°19′42″N,12°37′01″E,II/B-23.II-C,Salzburg,AT,
1302,Rötelstein,2247,424,47°27′26″N,13°33′19″E,II/B-25.I-B,Salzburg,AT,
1303,Gaishorn (de),2247,388,47°28′12″N,10°28′37″E,II/B-22.II-C,North Tyrol,AT,
1304,Sparafeld (de),2247,361,47°32′58″N,14°31′49″E,II/B-26.I-B,Styria,AT,
1305,Pizzo di Gino,2245,367,46°07′25″N,09°08′42″E,I/B-11.I-A,Como,IT,
1306,Großer Pyhrgas,2244,1290,47°39′09″N,14°23′53″E,II/B-26.I-A,Styria / Upper Austria,AT,
1307,Roc d'Enfer,2244,1081,46°11′23″N,06°36′43″E,I/B-08.III-C,Upper Savoy,FR,
1308,Krn,2244,609,46°15′58″N,13°39′30″E,II/C-34.I-F,Slovenia,SI,
1309,Piz di Mezzodì (it),2240,1248,46°13′08″N,12°02′10″E,II/C-31.II-B,Belluno,IT,
1310,Köllenspitze,2238,1088,47°29′56″N,10°37′49″E,II/B-22.II-E,North Tyrol,AT,
1311,Hochstuhl / Veliki Stol,2237,1021,46°26′01″N,14°10′29″E,II/C-35.I-A,Carinthia / Slovenia,AT/SI,
1312,Monte Larone,2237,415,46°13′09″N,08°21′46″E,I/B-10.II-A,V-C-O,IT,
1313,Latschur,2236,1268,46°44′18″N,13°23′48″E,II/C-33.II-E,Carinthia,AT,
1314,Croise Baulet (fr),2236,435,45°53′56″N,06°33′10″E,I/B-08.IV-A,Upper Savoy,FR,
1315,Schafberg,2235,726,46°38′13″N,07°18′59″E,I/B-14.I-B,Bern / Fribourg,CH,
1316,Pasubio (Cima Palon),2232,1070,45°47′32″N,11°10′35″E,II/C-32.I-B,Trentino,IT,
1317,Pointe d'Almet,2232,511,45°58′53″N,06°31′19″E,I/B-08.IV-B,Upper Savoy,FR,
1318,Geierkogel,2231,326,47°23′59″N,14°29′59″E,II/A-18.IV-A,Styria,AT,
1319,Hoher Ifen,2230,478,47°21′16″N,10°06′00″E,II/B-22.II-A,Vorarlberg / Bavaria,AT/DE,
1320,Monte Messer,2230,328,46°10′31″N,12°27′18″E,II/C-32.II-B,Belluno / Pordenone,IT,
1321,Monte Lavanech,2229,336,45°57′05″N,10°32′36″E,II/C-28.III-A,Trentino,IT,
1322,Monte Borga,2228,438,46°17′37″N,12°20′58″E,II/C-33.III-A,Belluno / Pordenone,IT,
1323,Gumpeneck (de),2226,356,47°23′50″N,14°00′53″E,II/A-18.III-A,Styria,AT,
1324,Großer Buchstein (de),2224,1363,47°36′32″N,14°36′15″E,II/B-26.I-B,Styria,AT,
1325,Kalški Greben,2224,431,46°19′53″N,14°32′17″E,II/C-35.II-B,Slovenia,SI,
1326,Rappenspitze (de),2223,323,47°24′08″N,11°38′45″E,II/B-21.IV-A,North Tyrol,AT,
1327,Sosto,2221,524,46°32′54″N,08°57′07″E,I/B-10.III-B,Ticino,CH,
1328,Dent d'Oche,2221,306,46°21′12″N,06°43′52″E,I/B-08.III-B,Upper Savoy,FR,
1329,Hochrettelstein,2220,341,47°25′29″N,14°13′58″E,II/A-18.III-A,Styria,AT,
1330,Hochkarfelderkopf,2219,320,47°31′09″N,13°21′20″E,II/B-24.IV-A,Salzburg,AT,
1331,Cima Valdritta,2218,1950,45°43′35″N,10°50′38″E,II/C-30.II-C,Verona / Trentino,IT,
1332,Pointe d'Arcalod,2217,1713,45°40′54″N,06°13′42″E,I/B-08.V-A,Savoy,FR,
1333,Lugauer (de),2217,659,47°33′13″N,14°43′22″E,II/B-26.I-B,Styria,AT,
1334,Kleiner Rettenstein,2216,503,47°20′11″N,12°20′30″E,II/B-23.II-A,North Tyrol,AT,
1335,Les Jumelles,2215,365,46°21′07″N,06°48′44″E,I/B-08.III-B,Valais,CH,
1336,Steinbergstein,2215,313,47°20′29″N,12°11′25″E,II/B-23.II-A,North Tyrol,AT,
1337,Gößeck (de),2214,832,47°26′53″N,14°53′59″E,II/B-26.I-C,Styria,AT,
1338,Schwarzwand,2214,480,47°00′27″N,13°41′35″E,II/A-19.I-A,Carinthia / Salzburg,AT,
1339,Aineck,2210,515,47°03′20″N,13°38′18″E,II/A-19.I-A,Carinthia / Salzburg,AT,
1340,Würflinghöhe,2210,460,47°00′27″N,13°57′06″E,II/A-19.I-A,Styria,AT,
1341,Monte La Palazza,2210,417,46°18′38″N,12°21′21″E,II/C-33.III-A,Belluno / Pordenone,IT,
1342,Rombon (sl),2208,310,46°22′02″N,13°33′14″E,II/C-34.I-B,Slovenia,SI,
1343,Mont Charvin,2207,457,45°13′03″N,06°17′06″E,I/A-05.I-A,Savoy,FR,
1344,Hoher Trieb,2199,415,46°35′49″N,13°03′42″E,II/C-33.I-B,Carinthia / Udine,AT/IT,
1345,Pointe de la Sambuy,2198,466,45°41′30″N,06°15′56″E,I/B-08.V-A,Upper Savoy,FR,
1346,Galinakopf,2198,357,47°09′06″N,09°37′15″E,II/A-15.VIII-A,Vorarlberg / Liechtenstein,AT/LI,
1347,Cima di Vanerle,2198,306,46°03′05″N,10°16′53″E,II/C-29.II-C,Brescia,IT,
1348,Pécloz,2197,679,45°37′55″N,06°13′50″E,I/B-08.V-A,Savoy,FR,
1349,Hohgant,2197,636,46°47′17″N,07°54′06″E,I/B-14.II-C,Bern,CH,
1350,Scheiblingstein,2197,323,47°39′12″N,14°25′26″E,II/B-26.I-A,Styria / Upper Austria,AT,
1351,Große Arnspitze,2196,993,47°23′51″N,11°13′22″E,II/B-21.III-B,North Tyrol / Bavaria,AT/DE,
1352,Chrüz,2196,589,46°57′18″N,09°46′30″E,II/A-15.VIII-A,Graubünden,CH,
1353,Hochschwung,2196,342,47°24′26″N,14°20′22″E,II/A-18.III-B,Styria,AT,
1354,Zuc dal Bôr / Zuc del Bor (it),2195,1112,46°26′58″N,13°15′31″E,II/C-33.I-D,Udine,IT,
1355,Gartnerkofel,2195,665,46°34′17″N,13°18′15″E,II/C-33.I-B,Carinthia,AT,
1356,Hochwipfel,2195,412,46°35′40″N,13°10′36″E,II/C-33.I-B,Carinthia,AT,
1357,Guffert,2194,1143,47°32′46″N,11°47′21″E,II/B-21.V-A,North Tyrol,AT,
1358,Cima della Laurasca (it),2193,371,46°03′29″N,08°28′34″E,I/B-10.II-C,V-C-O,IT,
1359,Hochzinödl,2191,495,47°33′57″N,14°39′59″E,II/B-26.I-B,Styria,AT,
1360,Stockhorn,2190,399,46°41′38″N,07°32′15″E,I/B-14.II-A,Bern,CH,
1361,Hinterer Geißstein,2190,351,47°18′24″N,13°32′19″E,II/A-18.II-A,Salzburg,AT,
1362,Blayeul (fr),2189,949,44°14′50″N,06°18′44″E,I/A-03.I-A,Alpes-de-Haute-Provence,FR,
1363,Gros Van,2189,528,46°23′47″N,07°04′09″E,I/B-14.I-A,Vaud,CH,
1364,Gridone,2188,1231,46°07′25″N,08°38′53″E,I/B-10.II-C,V-C-O / Ticino,CH/IT,
1365,Ochsen,2188,384,46°41′56″N,07°25′07″E,I/B-14.II-A,Bern,CH,
1366,Ameringkogel,2187,1232,47°04′24″N,14°48′29″E,II/A-20.I-A,Styria,AT,
1367,Monte Sernio,2187,941,46°28′30″N,13°08′15″E,II/C-33.I-D,Udine,IT,
1368,Pizzocco,2187,324,46°08′24″N,12°00′34″E,II/C-31.IV-B,Belluno,IT,
1369,Kreuzspitze,2185,1182,47°31′36″N,10°55′06″E,II/B-22.III-A,Bavaria,DE,
1370,Monte Misa,2184,389,45°54′04″N,10°26′39″E,II/C-28.III-A,Brescia,IT,
1371,Monte Rite (it),2183,618,46°23′04″N,12°15′29″E,II/C-31.II-A,Belluno,IT,
1372,Pizzo Stagno,2183,342,46°04′38″N,08°27′33″E,I/B-10.II-C,V-C-O,IT,
1373,Trélod,2181,686,45°41′34″N,06°11′47″E,I/B-08.V-A,Savoy / Upper Savoy,FR,
1374,Monte Bondone (Cornetto),2180,1679,45°59′17″N,11°01′53″E,II/C-30.II-C,Trentino,IT,
1375,Wertatscha / Vrtača,2180,340,46°26′23″N,14°12′45″E,II/C-35.I-A,Carinthia / Slovenia,AT/SI,
1376,Lüschgrat,2178,332,46°42′06″N,09°20′41″E,I/B-10.III-C,Graubünden,CH,
1377,Grignetta,2177,377,45°55′18″N,09°23′25″E,II/C-29.II-A,Lecco,IT,
1378,Pointe d'entre Deux Pertuis,2176,398,46°14′03″N,06°43′52″E,I/B-08.III-A,Upper Savoy,FR,
1379,Signal de l'Homme,2176,361,45°04′01″N,06°05′08″E,I/A-05.I-B,Isère,FR,
1380,Bulacia / Puflatsch (de),2174,329,46°33′50″N,11°36′54″E,II/C-31.III-A,South Tyrol,IT,
1381,Hexenturm,2172,358,47°38′45″N,14°28′52″E,II/B-26.I-A,Styria,AT,
1382,Goldachnock,2171,787,47°02′05″N,14°03′27″E,II/A-19.I-B,Styria,AT,
1383,Monte Crot (it),2169,364,46°25′38″N,12°05′59″E,II/C-31.II-A,Belluno,IT,
1384,Monte Chiarescons (it),2168,332,46°20′52″N,12°37′35″E,II/C-33.III-B,Pordenone / Udine,IT,
1385,Dobratsch,2166,1233,46°36′12″N,13°40′16″E,II/C-33.II-F,Carinthia,AT,
1386,Col Rosa,2166,432,46°35′10″N,12°05′51″E,II/C-31.I-D,Belluno,IT,
1387,Eisenerzer Reichenstein,2165,660,47°30′09″N,14°56′04″E,II/B-26.I-C,Styria,AT,
1388,Gehrenspitze,2163,305,47°30′01″N,10°39′19″E,II/B-22.II-E,North Tyrol,AT,
1389,Geierköpfe,2161,495,47°31′11″N,10°52′30″E,II/B-22.III-A,North Tyrol,AT,
1390,Monte Massone (it),2161,411,45°56′49″N,08°20′17″E,I/B-09.III-C,V-C-O,IT,
1391,Pic de Gleize,2161,362,44°38′04″N,06°02′38″E,I/A-06.I-A,Hautes-Alpes,FR,
1392,Zuccone Campelli,2159,507,45°57′12″N,09°31′01″E,II/C-29.II-A,Lecco,IT,
1393,Monte Zeda (it),2156,348,46°02′44″N,08°32′07″E,I/B-10.II-C,V-C-O,IT,
1394,Dosso della Torta (de),2156,305,45°58′00″N,10°45′50″E,II/C-30.II-A,Trentino,IT,
1395,Frudiger,2153,431,46°58′08″N,10°34′46″E,II/A-16.I-C,North Tyrol,AT,
1396,Monte Padrio,2153,309,46°11′12″N,10°13′39″E,II/C-28.I-B,Brescia / Sondrio,IT,
1397,Hochmatt,2152,428,46°34′33″N,07°13′12″E,I/B-14.I-B,Fribourg,CH,
1398,Becco di Filadonna (it),2150,943,45°57′49″N,11°11′35″E,II/C-32.I-A,Trentino,IT,
1399,Cresta Le Coraie,2149,474,46°12′35″N,12°04′39″E,II/C-31.IV-A,Belluno,IT,
1400,Pizzo Camino,2148,323,45°58′39″N,08°14′04″E,I/B-09.III-C,V-C-O,IT,
1401,Wöllaner Nock (de),2145,1042,46°46′36″N,13°49′47″E,II/A-19.I-C,Carinthia,AT,
1402,Mittagskogel / Kepa,2143,705,46°30′24″N,13°57′10″E,II/C-35.I-A,Carinthia / Slovenia,AT/SI,
1403,Monte Zermula (it),2143,591,46°33′41″N,13°09′05″E,II/C-33.I-B,Udine,IT,
1404,Goldeck (de),2142,417,46°45′31″N,13°27′34″E,II/C-33.II-E,Carinthia,AT,
1405,Großer Speikkogel,2140,971,46°47′15″N,14°58′18″E,II/A-20.I-B,Carinthia,AT,
1406,Gstoder (de),2140,906,47°08′33″N,13°59′33″E,II/A-18.II-B,Salzburg / Styria,AT,
1407,Hochobir / Ojstrc (de),2139,1071,46°30′21″N,14°29′16″E,II/C-35.I-B,Carinthia,AT,
1408,Kammspitz,2139,658,47°28′34″N,13°53′06″E,II/B-25.I-C,Styria,AT,
1409,Strimskogel (cs),2139,400,47°18′43″N,13°28′15″E,II/A-18.I-A,Salzburg,AT,
1410,Koschutnikturm /Košutnikov turn (de),2136,767,46°26′46″N,14°24′38″E,II/C-35.I-A,Carinthia / Slovenia,AT/SI,
1411,Dôme de Barrot (fr),2136,456,44°02′13″N,06°55′02″E,I/A-02.I-D,Alpes-Maritimes,FR,
1412,Cime de Marta / Cima Marta (it),2135,535,44°01′06″N,07°39′25″E,I/A-01.II-A,Alpes-Maritimes,FR,
1413,Monte Colli,2135,319,46°01′55″N,10°12′05″E,II/C-29.II-C,Bergamo,IT,
1414,Glatthorn,2134,648,47°15′55″N,09°52′47″E,II/B-22.I-A,Vorarlberg,AT,
1415,Monte Serva (it),2133,478,46°12′01″N,12°13′58″E,II/C-31.II-B,Belluno,IT,
1416,Storžič,2132,667,46°21′00″N,14°24′19″E,II/C-35.II-A,Slovenia,SI,
1417,Monte Birrone (it),2131,436,44°32′33″N,07°15′08″E,I/A-04.I-A,Cuneo,IT,
1418,Pilatus (Tomlishorn),2128,585,46°58′26″N,08°14′28″E,I/B-14.III-A,Nidwalden / Obwalden,CH,
1419,Elm (de),2128,388,47°40′25″N,13°57′47″E,II/B-25.III-A,Styria,AT,
1420,Kordeschkopf / Kordeževa glava,2126,882,46°30′00″N,14°46′50″E,II/C-35.I-C,Carinthia / Slovenia,AT/SI,
1421,Jerebica (sl),2126,425,46°23′53″N,13°33′54″E,II/C-34.I-B,Udine / Slovenia,IT/SI,
1422,Paganella (Cima Roda),2124,1099,46°08′36″N,11°02′15″E,II/C-28.IV-A,Trentino,IT,
1423,Kuhgrat,2123,681,47°10′00″N,09°33′39″E,II/A-15.VIII-A,Liechtenstein,LI,
1424,Montagne du Carton,2123,362,44°10′53″N,06°27′39″E,I/A-03.II-A,Alpes-de-Haute-Provence,FR,
1425,Ebenstein (de),2123,348,47°36′21″N,15°01′42″E,II/B-26.II-A,Styria,AT,
1426,Zeiritzkampel (de),2120,559,47°29′29″N,14°43′34″E,II/B-26.I-C,Styria,AT,
1427,Spitzegel (de),2119,1045,46°39′18″N,13°24′38″E,II/C-33.II-D,Carinthia,AT,
1428,Wildseeloder,2119,338,47°25′55″N,12°31′55″E,II/B-23.II-C,North Tyrol,AT,
1429,Hundstein,2117,827,47°20′17″N,12°54′41″E,II/B-24.II-A,Salzburg,AT,
1430,Roen,2116,753,46°21′38″N,11°11′31″E,II/C-28.II-A,South Tyrol / Trentino,IT,
1431,Almkogel,2116,375,47°37′10″N,14°05′35″E,II/B-25.III-B,Styria / Upper Austria,AT,
1432,Les Monges (fr),2115,769,44°15′47″N,06°11′41″E,I/A-03.II-B,Hautes-Alpes,FR,
1433,Montagne de Cordœil (fr),2114,955,44°04′06″N,06°31′48″E,I/A-03.I-A,Alpes-de-Haute-Provence,FR,
1434,Sommet de Clot Ginoux,2112,754,44°17′47″N,06°12′46″E,I/A-03.II-B,Hautes-Alpes,FR,
1435,Le Chamossaire,2112,377,46°19′36″N,07°03′41″E,I/B-14.I-A,Vaud,CH,
1436,Mirnock (de),2110,1343,46°45′32″N,13°42′56″E,II/A-19.I-C,Carinthia,AT,
1437,Trentski Pelc,2109,313,46°23′09″N,13°42′34″E,II/C-34.I-C,Slovenia,SI,
1438,Millstätter Alpe (P 2108),2108,443,46°51′26″N,13°34′42″E,II/A-19.I-A,Carinthia,AT,
1439,Testa di Comagna (it),2106,466,45°44′42″N,07°43′19″E,I/B-09.III-B,Aosta Valley,IT,
1440,Mondscheinspitze,2106,457,47°28′00″N,11°36′49″E,II/B-21.IV-B,North Tyrol,AT,
1441,Les Cluots,2106,425,44°02′49″N,07°00′17″E,I/A-02.I-D,Alpes-Maritimes,FR,
1442,Schluchberg,2106,364,46°52′00″N,08°20′02″E,I/B-12.I-B,Nidwalden / Obwalden,CH,
1443,Hochkogel (de),2105,800,47°32′20″N,14°48′55″E,II/B-26.I-C,Styria,AT,
1444,Schopfenspitz / Gros Brun,2104,537,46°37′21″N,07°15′02″E,I/B-14.I-B,Fribourg,CH,
1445,Schönberg,2104,318,47°07′49″N,09°35′35″E,II/A-15.VIII-A,Liechtenstein,LI,
1446,Mont Chalancha,2102,598,44°02′06″N,07°12′46″E,I/A-02.I-B,Alpes-Maritimes,FR,
1447,Schafreuter,2102,562,47°30′33″N,11°29′15″E,II/B-21.IV-B,North Tyrol / Bavaria,AT/DE,
1448,Pizzo Proman,2099,371,46°01′27″N,08°23′41″E,I/B-10.II-C,V-C-O,IT,
1449,Zwölferkogel,2099,354,47°42′34″N,13°57′09″E,II/B-25.III-A,Styria / Upper Austria,AT,
1450,Simmering,2096,315,47°16′41″N,10°52′01″E,II/B-21.III-A,North Tyrol,AT,
1451,Himmeleck,2096,302,47°25′36″N,14°36′11″E,II/A-18.IV-A,Styria,AT,
1452,Damülser Mittagsspitze,2095,609,47°18′37″N,09°53′02″E,II/B-22.I-A,Vorarlberg,AT,
1453,Schönberg / Wildenkogel (de),2093,495,47°42′45″N,13°47′37″E,II/B-25.III-A,Styria,AT,
1454,Mont Chauffé,2093,399,46°18′33″N,06°45′38″E,I/B-08.III-B,Upper Savoy,FR,
1455,Schrattenfluh (Hengst),2092,776,46°50′03″N,07°57′28″E,I/B-14.III-A,Lucerne,CH,
1456,Schatzbichl,2090,536,46°43′27″N,12°54′43″E,II/C-33.II-C,Carinthia,AT,
1457,Il Palone,2090,529,46°01′37″N,11°03′31″E,II/C-30.II-C,Trentino,IT,
1458,Pointe d'Angolon,2090,430,46°08′17″N,06°43′51″E,I/B-08.III-A,Upper Savoy,FR,
1459,Diedamskopf (de),2090,303,47°20′47″N,10°01′32″E,II/B-22.II-A,Vorarlberg,AT,
1460,Itonskopf,2089,610,47°06′58″N,09°56′00″E,II/A-15.VI-C,Vorarlberg,AT,
1461,Jôf di Miezegnot (it),2087,695,46°28′36″N,13°27′12″E,II/C-34.I-A,Udine,IT,
1462,Pic Grillon,2087,407,44°45′05″N,05°55′04″E,I/A-06.I-A,Hautes-Alpes / Isère,FR,
1463,Krottenkopf,2086,1156,47°32′42″N,11°11′36″E,II/B-22.IV-A,Bavaria,DE,
1464,Montagne Durbonas,2086,393,44°36′40″N,05°45′34″E,I/A-06.I-B,Hautes-Alpes,FR,
1465,Mont de l'Arpille,2085,557,46°04′38″N,07°00′24″E,I/B-07.V-C,Valais,CH,
1466,Seebergspitze (de),2085,529,47°27′58″N,11°40′47″E,II/B-21.IV-B,North Tyrol,AT,
1467,Mont Aiguille,2085,465,44°50′31″N,05°33′09″E,I/A-06.III-A,Isère,FR,
1468,Monte Zelo,2083,532,46°15′48″N,12°05′33″E,II/C-31.II-B,Belluno,IT,
1469,Zadnjiški Ozebnik,2083,450,46°22′10″N,13°46′56″E,II/C-34.I-E,Slovenia,SI,
1470,Chamechaude,2082,1771,45°17′17″N,05°47′24″E,I/B-08.VI-B,Isère,FR,
1471,Hochplatte,2082,967,47°33′08″N,10°50′33″E,II/B-22.III-B,Bavaria,DE,
1472,Trenchtling (Hochturm),2081,515,47°32′04″N,15°00′29″E,II/B-26.II-A,Styria,AT,
1473,Breithorn,2081,375,47°12′41″N,09°54′51″E,II/B-21.II-A,Vorarlberg,AT,
1474,Monte Altissimo di Nago,2079,653,45°48′37″N,10°53′20″E,II/C-30.II-C,Trentino,IT,
1475,Ladinger Spitz (de),2079,435,46°51′12″N,14°39′03″E,II/A-19.II-C,Carinthia,AT,
1476,Rinderberg,2079,371,46°30′19″N,07°21′25″E,I/B-14.II-A,Bern,CH,
1477,Turnen,2079,343,46°37′40″N,07°29′33″E,I/B-14.II-A,Bern,CH,
1478,Vorderunnütz,2078,591,47°30′53″N,11°44′20″E,II/B-21.V-A,North Tyrol,AT,
1479,Klosterwappen,2076,1348,47°46′02″N,15°48′18″E,II/B-26.II-C,Lower Austria,AT,
1480,Cima del Cacciatore / Kamniti Lovec,2071,595,46°27′53″N,13°31′41″E,II/C-34.I-A,Udine,IT,
1481,Stadelstein,2070,418,47°29′23″N,14°51′25″E,II/B-26.I-C,Styria,AT,
1482,Monte Coppolo,2069,449,46°04′58″N,11°42′39″E,II/C-31.V-B,Trentino,IT,
1483,Hirscheck,2068,313,47°37′39″N,14°07′23″E,II/B-25.III-B,Styria / Upper Austria,AT,
1484,Monte Resettum,2067,635,46°14′23″N,12°34′38″E,II/C-33.III-B,Pordenone,IT,
1485,Col Gentile,2067,340,46°27′58″N,12°48′20″E,II/C-33.I-C,Udine,IT,
1486,Padauner Kogel,2066,475,47°02′34″N,11°30′27″E,II/A-17.I-A,North Tyrol,AT,
1487,Dosso Alto (it),2065,411,45°48′48″N,10°25′01″E,II/C-30.I-B,Brescia,IT,
1488,Creta Grauzaria (it),2065,375,46°28′03″N,13°09′45″E,II/C-33.I-D,Udine,IT,
1489,Großer Woising,2064,312,47°42′58″N,13°54′14″E,II/B-25.III-A,Styria / Upper Austria,AT,
1490,Chateau Lebrun,2064,301,44°48′08″N,06°31′48″E,I/A-05.III-C,Hautes-Alpes,FR,
1491,Burgfeldstand,2063,508,46°43′20″N,07°47′41″E,I/B-14.II-C,Bern,CH,
1492,Dent de Cons,2062,1155,45°43′47″N,06°21′06″E,I/B-08.V-A,Savoy / Upper Savoy,FR,
1493,Raduha,2062,803,46°24′35″N,14°44′18″E,II/C-35.II-C,Slovenia,SI,
